Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
1857.002222222222,215,-11850,-2241,SAI,55,#DC0000,0 days 00:00:29.711000,10
1864.2622222222221,216,-11847,-2185,SAI,55,#DC0000,0 days 00:00:29.832000,10
1872.602222222222,216,-11811,-2091,SAI,55,#DC0000,0 days 00:00:29.971000,10
1879.802222222222,216,-11732,-1952,SAI,55,#DC0000,0 days 00:00:30.091000,10
1883.4622222222222,216,-11699,-1898,SAI,55,#DC0000,0 days 00:00:30.152000,10
1903.2844444444445,223,-11635,-1824,SAI,55,#DC0000,0 days 00:00:30.472000,10
1908.2438888888887,226,-11610,-1788,SAI,55,#DC0000,0 days 00:00:30.551000,10
1915.9408333333333,229,-11552,-1698,SAI,55,#DC0000,0 days 00:00:30.672000,10
1922.3208333333334,232,-11508,-1624,SAI,55,#DC0000,0 days 00:00:30.771000,10
1936.8086111111113,236,-11460,-1515,SAI,55,#DC0000,0 days 00:00:30.992000,10
1939.3761111111112,237,-11453,-1492,SAI,55,#DC0000,0 days 00:00:31.031000,10
1947.4091666666668,239,-11425,-1396,SAI,55,#DC0000,0 days 00:00:31.152000,10
1960.9091666666668,243,-11378,-1215,SAI,55,#DC0000,0 days 00:00:31.352000,10
1963.5633333333333,245,-11372,-1190,SAI,55,#DC0000,0 days 00:00:31.391000,10
1981.4022222222222,247,-11349,-1082,SAI,55,#DC0000,0 days 00:00:31.651000,10
1991.1547222222223,249,-11332,-995,SAI,55,#DC0000,0 days 00:00:31.792000,10
2002.3547222222223,252,-11307,-861,SAI,55,#DC0000,0 days 00:00:31.952000,10
2017.8672222222222,255,-11261,-638,SAI,55,#DC0000,0 days 00:00:32.171000,10
2022.3277777777776,259,-11246,-579,SAI,55,#DC0000,0 days 00:00:32.233000,10
2033.927777777778,261,-11208,-446,SAI,55,#DC0000,0 days 00:00:32.393000,10
2048.337777777778,262,-11171,-330,SAI,55,#DC0000,0 days 00:00:32.591000,10
2048.4844444444448,264,-11170,-329,SAI,55,#DC0000,0 days 00:00:32.593000,10
2060.306666666667,266,-11153,-279,SAI,55,#DC0000,0 days 00:00:32.753000,10
2068.5391666666665,267,-11133,-234,SAI,55,#DC0000,0 days 00:00:32.864000,10
1853.3638888888875,206,-11844,-2185,LEC,16,#FFD700,0 days 00:00:29.841000,10
1860.745555555554,206,-11831,-2149,LEC,16,#FFD700,0 days 00:00:29.970000,10
1862.528055555554,207,-11827,-2138,LEC,16,#FFD700,0 days 00:00:30.001000,10
1878.958055555554,212,-11759,-1995,LEC,16,#FFD700,0 days 00:00:30.280000,10
1880.6738888888874,213,-11743,-1970,LEC,16,#FFD700,0 days 00:00:30.309000,10
1881.928055555554,215,-11730,-1950,LEC,16,#FFD700,0 days 00:00:30.330000,10
1897.6002777777762,217,-11634,-1822,LEC,16,#FFD700,0 days 00:00:30.590000,10
1900.641944444443,219,-11618,-1801,LEC,16,#FFD700,0 days 00:00:30.640000,10
1908.6586111111096,222,-11576,-1742,LEC,16,#FFD700,0 days 00:00:30.770000,10
1910.5336111111096,225,-11566,-1726,LEC,16,#FFD700,0 days 00:00:30.800000,10
1928.5780555555539,232,-11478,-1557,LEC,16,#FFD700,0 days 00:00:31.080000,10
1931.8280555555539,234,-11467,-1531,LEC,16,#FFD700,0 days 00:00:31.130000,10
1942.3169444444427,236,-11437,-1445,LEC,16,#FFD700,0 days 00:00:31.290000,10
1954.2169444444428,238,-11386,-1252,LEC,16,#FFD700,0 days 00:00:31.470000,10
1957.5502777777763,240,-11374,-1205,LEC,16,#FFD700,0 days 00:00:31.520000,10
1973.8169444444432,244,-11346,-1076,LEC,16,#FFD700,0 days 00:00:31.760000,10
1988.2352777777764,246,-11330,-984,LEC,16,#FFD700,0 days 00:00:31.971000,10
1990.2411111111098,249,-11326,-967,LEC,16,#FFD700,0 days 00:00:32,10
2002.14111111111,252,-11306,-860,LEC,16,#FFD700,0 days 00:00:32.170000,10
2012.8077777777764,256,-11285,-755,LEC,16,#FFD700,0 days 00:00:32.320000,10
2013.524444444443,258,-11284,-748,LEC,16,#FFD700,0 days 00:00:32.330000,10
2029.4133333333318,260,-11250,-593,LEC,16,#FFD700,0 days 00:00:32.550000,10
2044.6966666666651,262,-11209,-448,LEC,16,#FFD700,0 days 00:00:32.760000,10
2048.4224999999988,263,-11198,-413,LEC,16,#FFD700,0 days 00:00:32.811000,10
2059.3905555555543,265,-11161,-310,LEC,16,#FFD700,0 days 00:00:32.960000,10
