Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
2941.439444444443,307,-3066,609,SAI,55,#DC0000,0 days 00:00:43.524000,15
2956.8747222222205,307,-2835,719,SAI,55,#DC0000,0 days 00:00:43.705000,15
2964.2938888888875,307,-2764,753,SAI,55,#DC0000,0 days 00:00:43.792000,15
2977.9383333333317,307,-2711,783,SAI,55,#DC0000,0 days 00:00:43.952000,15
2984.1433333333316,306,-2677,803,SAI,55,#DC0000,0 days 00:00:44.025000,15
2991.538333333332,306,-2620,834,SAI,55,#DC0000,0 days 00:00:44.112000,15
3006.195277777776,305,-2486,914,SAI,55,#DC0000,0 days 00:00:44.285000,15
3011.871666666665,305,-2439,943,SAI,55,#DC0000,0 days 00:00:44.352000,15
3021.360555555554,305,-2367,993,SAI,55,#DC0000,0 days 00:00:44.464000,15
3025.4272222222207,305,-2335,1015,SAI,55,#DC0000,0 days 00:00:44.512000,15
3041.6938888888876,305,-2205,1116,SAI,55,#DC0000,0 days 00:00:44.704000,15
3045.760555555554,305,-2173,1141,SAI,55,#DC0000,0 days 00:00:44.752000,15
3055.3027777777766,304,-2100,1203,SAI,55,#DC0000,0 days 00:00:44.865000,15
3069.4049999999984,304,-1998,1293,SAI,55,#DC0000,0 days 00:00:45.032000,15
3083.8816666666653,303,-1882,1407,SAI,55,#DC0000,0 days 00:00:45.204000,15
3096.38111111111,302,-1753,1538,SAI,55,#DC0000,0 days 00:00:45.353000,15
3103.989722222221,301,-1683,1612,SAI,55,#DC0000,0 days 00:00:45.444000,15
3116.4063888888877,300,-1604,1695,SAI,55,#DC0000,0 days 00:00:45.593000,15
3129.6952777777765,299,-1553,1753,SAI,55,#DC0000,0 days 00:00:45.753000,15
3137.1452777777768,298,-1515,1797,SAI,55,#DC0000,0 days 00:00:45.843000,15
3142.9397222222206,298,-1479,1837,SAI,55,#DC0000,0 days 00:00:45.913000,15
3152.097222222221,297,-1418,1909,SAI,55,#DC0000,0 days 00:00:46.024000,15
2942.0866666666666,326,-2926,674,LEC,16,#FFD700,0 days 00:00:43.481000,15
2944.7127777777773,326,-2882,696,LEC,16,#FFD700,0 days 00:00:43.510000,15
2956.4849999999997,326,-2725,772,LEC,16,#FFD700,0 days 00:00:43.640000,15
2988.1794444444445,326,-2532,886,LEC,16,#FFD700,0 days 00:00:43.990000,15
2992.707222222222,326,-2507,901,LEC,16,#FFD700,0 days 00:00:44.040000,15
3010.873888888889,327,-2409,964,LEC,16,#FFD700,0 days 00:00:44.240000,15
3025.3627777777774,326,-2313,1032,LEC,16,#FFD700,0 days 00:00:44.400000,15
3026.268333333333,326,-2307,1037,LEC,16,#FFD700,0 days 00:00:44.410000,15
3038.946111111111,326,-2207,1114,LEC,16,#FFD700,0 days 00:00:44.550000,15
3061.5849999999996,326,-2037,1258,LEC,16,#FFD700,0 days 00:00:44.800000,15
3067.9238888888885,326,-1988,1305,LEC,16,#FFD700,0 days 00:00:44.870000,15
3079.732222222222,327,-1887,1402,LEC,16,#FFD700,0 days 00:00:45,15
3082.548055555555,327,-1860,1430,LEC,16,#FFD700,0 days 00:00:45.031000,15
3097.898888888889,327,-1688,1607,LEC,16,#FFD700,0 days 00:00:45.200000,15
3100.6238888888884,327,-1663,1635,LEC,16,#FFD700,0 days 00:00:45.230000,15
3119.6988888888886,327,-1559,1745,LEC,16,#FFD700,0 days 00:00:45.440000,15
3140.462777777778,325,-1469,1850,LEC,16,#FFD700,0 days 00:00:45.670000,15
