Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
3170.1861111111098,296,-1300,2048,SAI,55,#DC0000,0 days 00:00:46.244000,16
3172.5705555555546,296,-1284,2066,SAI,55,#DC0000,0 days 00:00:46.273000,16
3179.9205555555545,294,-1238,2124,SAI,55,#DC0000,0 days 00:00:46.363000,16
3196.279722222221,293,-1136,2251,SAI,55,#DC0000,0 days 00:00:46.564000,16
3198.6319444444434,292,-1122,2267,SAI,55,#DC0000,0 days 00:00:46.593000,16
3216.534444444443,279,-1016,2411,SAI,55,#DC0000,0 days 00:00:46.824000,16
3223.0611111111098,267,-957,2500,SAI,55,#DC0000,0 days 00:00:46.912000,16
3231.0877777777764,258,-888,2610,SAI,55,#DC0000,0 days 00:00:47.024000,16
3239.976666666665,250,-852,2668,SAI,55,#DC0000,0 days 00:00:47.152000,16
3253.0433333333317,245,-839,2714,SAI,55,#DC0000,0 days 00:00:47.344000,16
3261.576666666665,240,-814,2797,SAI,55,#DC0000,0 days 00:00:47.472000,16
3263.6744444444425,236,-809,2819,SAI,55,#DC0000,0 days 00:00:47.504000,16
3277.913333333331,233,-796,2944,SAI,55,#DC0000,0 days 00:00:47.724000,16
3282.257777777776,230,-796,2986,SAI,55,#DC0000,0 days 00:00:47.792000,16
3290.6177777777757,228,-802,3076,SAI,55,#DC0000,0 days 00:00:47.924000,16
3299.908888888887,226,-812,3173,SAI,55,#DC0000,0 days 00:00:48.072000,16
3309.4511111111087,226,-826,3269,SAI,55,#DC0000,0 days 00:00:48.224000,16
3309.953333333331,226,-826,3273,SAI,55,#DC0000,0 days 00:00:48.232000,16
3315.7288888888866,226,-835,3331,SAI,55,#DC0000,0 days 00:00:48.324000,16
3320.0166666666646,227,-841,3377,SAI,55,#DC0000,0 days 00:00:48.392000,16
3338.5911111111086,229,-864,3596,SAI,55,#DC0000,0 days 00:00:48.684000,16
3340.3955555555535,232,-865,3612,SAI,55,#DC0000,0 days 00:00:48.712000,16
3361.883333333331,233,-869,3792,SAI,55,#DC0000,0 days 00:00:49.044000,16
3363.711111111109,235,-867,3814,SAI,55,#DC0000,0 days 00:00:49.072000,16
3161.9961111111106,323,-1282,2069,LEC,16,#FFD700,0 days 00:00:45.910000,16
3162.8905555555557,322,-1276,2075,LEC,16,#FFD700,0 days 00:00:45.920000,16
3183.0388888888892,314,-1192,2179,LEC,16,#FFD700,0 days 00:00:46.151000,16
3197.4508333333333,307,-1111,2284,LEC,16,#FFD700,0 days 00:00:46.320000,16
3210.028611111111,283,-1024,2401,LEC,16,#FFD700,0 days 00:00:46.480000,16
3213.9036111111113,279,-1001,2433,LEC,16,#FFD700,0 days 00:00:46.530000,16
3222.306388888889,275,-955,2498,LEC,16,#FFD700,0 days 00:00:46.640000,16
3224.605555555556,267,-942,2521,LEC,16,#FFD700,0 days 00:00:46.671000,16
3239.641944444445,259,-838,2721,LEC,16,#FFD700,0 days 00:00:46.880000,16
3241.7669444444446,255,-829,2743,LEC,16,#FFD700,0 days 00:00:46.910000,16
3256.4086111111114,251,-807,2812,LEC,16,#FFD700,0 days 00:00:47.120000,16
3259.839166666667,247,-806,2831,LEC,16,#FFD700,0 days 00:00:47.170000,16
3274.750277777778,244,-795,2978,LEC,16,#FFD700,0 days 00:00:47.390000,16
3283.453055555556,241,-804,3103,LEC,16,#FFD700,0 days 00:00:47.520000,16
3293.4947222222227,241,-822,3241,LEC,16,#FFD700,0 days 00:00:47.670000,16
3307.6113888888895,242,-835,3337,LEC,16,#FFD700,0 days 00:00:47.880000,16
3315.0363888888896,243,-843,3388,LEC,16,#FFD700,0 days 00:00:47.990000,16
3321.1363888888895,244,-850,3443,LEC,16,#FFD700,0 days 00:00:48.080000,16
3328.591944444445,244,-859,3521,LEC,16,#FFD700,0 days 00:00:48.190000,16
3345.6738888888895,245,-868,3689,LEC,16,#FFD700,0 days 00:00:48.441000,16
3346.2813888888895,243,-869,3695,LEC,16,#FFD700,0 days 00:00:48.450000,16
3359.737222222223,241,-869,3810,LEC,16,#FFD700,0 days 00:00:48.651000,16
3364.384444444445,239,-866,3859,LEC,16,#FFD700,0 days 00:00:48.721000,16
3371.626111111112,237,-859,3942,LEC,16,#FFD700,0 days 00:00:48.831000,16
