Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
4473.86527777778,233,4547,4202,SAI,55,#DC0000,0 days 00:01:06.473000,22
4489.598611111112,236,4445,4154,SAI,55,#DC0000,0 days 00:01:06.713000,22
4490.319722222224,236,4441,4152,SAI,55,#DC0000,0 days 00:01:06.724000,22
4502.696388888891,237,4365,4118,SAI,55,#DC0000,0 days 00:01:06.912000,22
4507.39638888889,235,4331,4103,SAI,55,#DC0000,0 days 00:01:06.984000,22
4517.751944444446,233,4236,4058,SAI,55,#DC0000,0 days 00:01:07.144000,22
4520.831944444445,231,4205,4043,SAI,55,#DC0000,0 days 00:01:07.192000,22
4531.247500000001,218,4103,3995,SAI,55,#DC0000,0 days 00:01:07.364000,22
4543.775277777779,205,4009,3945,SAI,55,#DC0000,0 days 00:01:07.584000,22
4544.204166666667,193,4005,3942,SAI,55,#DC0000,0 days 00:01:07.592000,22
4551.270833333334,159,3912,3883,SAI,55,#DC0000,0 days 00:01:07.752000,22
4554.290833333334,151,3878,3861,SAI,55,#DC0000,0 days 00:01:07.824000,22
4560.964166666668,143,3836,3834,SAI,55,#DC0000,0 days 00:01:07.992000,22
4565.9875,137,3814,3819,SAI,55,#DC0000,0 days 00:01:08.124000,22
4567.014166666667,132,3807,3814,SAI,55,#DC0000,0 days 00:01:08.152000,22
4572.658611111111,127,3763,3780,SAI,55,#DC0000,0 days 00:01:08.312000,22
4574.435277777778,123,3749,3769,SAI,55,#DC0000,0 days 00:01:08.364000,22
4579.327499999999,119,3713,3735,SAI,55,#DC0000,0 days 00:01:08.512000,22
4581.003055555555,116,3703,3724,SAI,55,#DC0000,0 days 00:01:08.564000,22
4584.393055555555,113,3682,3700,SAI,55,#DC0000,0 days 00:01:08.672000,22
4586.583055555556,108,3670,3682,SAI,55,#DC0000,0 days 00:01:08.745000,22
4592.563055555555,104,3638,3610,SAI,55,#DC0000,0 days 00:01:08.952000,22
4594.064722222222,102,3634,3594,SAI,55,#DC0000,0 days 00:01:09.005000,22
4599.311111111111,101,3628,3556,SAI,55,#DC0000,0 days 00:01:09.192000,22
4601.894444444444,100,3630,3538,SAI,55,#DC0000,0 days 00:01:09.285000,22
4603.736944444445,99,3631,3522,SAI,55,#DC0000,0 days 00:01:09.352000,22
4610.203611111111,97,3645,3454,SAI,55,#DC0000,0 days 00:01:09.592000,22
4611.0569444444445,96,3649,3444,SAI,55,#DC0000,0 days 00:01:09.624000,22
4614.434722222222,95,3669,3401,SAI,55,#DC0000,0 days 00:01:09.752000,22
4616.888888888889,95,3684,3375,SAI,55,#DC0000,0 days 00:01:09.845000,22
4619.7125,95,3696,3356,SAI,55,#DC0000,0 days 00:01:09.952000,22
4623.7925,96,3713,3337,SAI,55,#DC0000,0 days 00:01:10.105000,22
4627.249722222222,98,3736,3311,SAI,55,#DC0000,0 days 00:01:10.232000,22
4628.708611111111,101,3747,3301,SAI,55,#DC0000,0 days 00:01:10.284000,22
4635.641944444445,104,3798,3255,SAI,55,#DC0000,0 days 00:01:10.524000,22
4638.851944444445,107,3823,3234,SAI,55,#DC0000,0 days 00:01:10.632000,22
4644.203055555556,112,3865,3204,SAI,55,#DC0000,0 days 00:01:10.804000,22
4650.313055555555,117,3911,3173,SAI,55,#DC0000,0 days 00:01:10.992000,22
4651.370833333333,119,3925,3166,SAI,55,#DC0000,0 days 00:01:11.024000,22
4656.826944444445,122,4011,3116,SAI,55,#DC0000,0 days 00:01:11.185000,22
4658.458888888889,125,4030,3104,SAI,55,#DC0000,0 days 00:01:11.232000,22
4664.503333333334,136,4067,3083,SAI,55,#DC0000,0 days 00:01:11.392000,22
4672.023333333334,141,4105,3058,SAI,55,#DC0000,0 days 00:01:11.584000,22
4675.657500000001,147,4134,3037,SAI,55,#DC0000,0 days 00:01:11.673000,22
4683.615833333334,150,4215,2969,SAI,55,#DC0000,0 days 00:01:11.864000,22
4683.998333333334,153,4218,2964,SAI,55,#DC0000,0 days 00:01:11.873000,22
4474.926111111115,239,4488,4174,LEC,16,#FFD700,0 days 00:01:06.080000,22
4475.590000000004,239,4481,4171,LEC,16,#FFD700,0 days 00:01:06.090000,22
4490.859444444448,239,4371,4119,LEC,16,#FFD700,0 days 00:01:06.320000,22
4500.651111111115,235,4312,4093,LEC,16,#FFD700,0 days 00:01:06.470000,22
4506.451111111115,232,4265,4071,LEC,16,#FFD700,0 days 00:01:06.560000,22
4517.74555555556,214,4157,4023,LEC,16,#FFD700,0 days 00:01:06.750000,22
4522.64555555556,196,4115,4003,LEC,16,#FFD700,0 days 00:01:06.840000,22
4530.228888888893,182,4045,3966,LEC,16,#FFD700,0 days 00:01:06.990000,22
4536.3316666666715,169,3956,3911,LEC,16,#FFD700,0 days 00:01:07.120000,22
4540.256666666671,157,3906,3879,LEC,16,#FFD700,0 days 00:01:07.210000,22
4547.909444444449,145,3872,3857,LEC,16,#FFD700,0 days 00:01:07.400000,22
4551.359444444449,138,3859,3848,LEC,16,#FFD700,0 days 00:01:07.490000,22
4558.673611111116,131,3796,3806,LEC,16,#FFD700,0 days 00:01:07.691000,22
4563.847222222227,125,3754,3773,LEC,16,#FFD700,0 days 00:01:07.840000,22
4566.88055555556,120,3733,3754,LEC,16,#FFD700,0 days 00:01:07.931000,22
4572.648333333338,116,3693,3712,LEC,16,#FFD700,0 days 00:01:08.110000,22
4575.479444444449,112,3674,3685,LEC,16,#FFD700,0 days 00:01:08.201000,22
4582.31555555556,107,3639,3611,LEC,16,#FFD700,0 days 00:01:08.431000,22
4584.865555555561,102,3632,3588,LEC,16,#FFD700,0 days 00:01:08.521000,22
4592.263055555561,99,3631,3533,LEC,16,#FFD700,0 days 00:01:08.790000,22
4594.689722222227,96,3633,3508,LEC,16,#FFD700,0 days 00:01:08.881000,22
4596.484166666672,95,3636,3490,LEC,16,#FFD700,0 days 00:01:08.949000,22
4600.975277777783,94,3649,3444,LEC,16,#FFD700,0 days 00:01:09.121000,22
4602.228611111116,94,3654,3433,LEC,16,#FFD700,0 days 00:01:09.169000,22
4607.999166666672,94,3680,3382,LEC,16,#FFD700,0 days 00:01:09.390000,22
4609.330833333339,94,3687,3370,LEC,16,#FFD700,0 days 00:01:09.441000,22
4613.262777777783,95,3711,3340,LEC,16,#FFD700,0 days 00:01:09.590000,22
4613.5561111111165,96,3712,3337,LEC,16,#FFD700,0 days 00:01:09.601000,22
4620.878888888895,98,3764,3284,LEC,16,#FFD700,0 days 00:01:09.870000,22
4623.43194444445,101,3789,3262,LEC,16,#FFD700,0 days 00:01:09.961000,22
4627.695000000005,103,3831,3229,LEC,16,#FFD700,0 days 00:01:10.110000,22
4629.196666666672,106,3841,3221,LEC,16,#FFD700,0 days 00:01:10.161000,22
4635.6988888888945,112,3882,3194,LEC,16,#FFD700,0 days 00:01:10.370000,22
4640.657222222228,119,3950,3152,LEC,16,#FFD700,0 days 00:01:10.520000,22
4644.415555555561,123,3999,3124,LEC,16,#FFD700,0 days 00:01:10.630000,22
4646.17944444445,127,4014,3114,LEC,16,#FFD700,0 days 00:01:10.680000,22
4657.135000000006,136,4064,3086,LEC,16,#FFD700,0 days 00:01:10.970000,22
4663.21833333334,146,4112,3054,LEC,16,#FFD700,0 days 00:01:11.120000,22
4665.273888888895,148,4130,3042,LEC,16,#FFD700,0 days 00:01:11.170000,22
4669.857222222228,150,4166,3013,LEC,16,#FFD700,0 days 00:01:11.280000,22
4678.579444444451,157,4227,2955,LEC,16,#FFD700,0 days 00:01:11.480000,22
4680.773888888895,158,4242,2940,LEC,16,#FFD700,0 days 00:01:11.530000,22
