Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
2298.8522222222214,288,-9228,1071,SAI,55,#DC0000,0 days 00:00:35.832000,12
2318.0522222222216,288,-9125,1090,SAI,55,#DC0000,0 days 00:00:36.072000,12
2322.226666666666,289,-9095,1097,SAI,55,#DC0000,0 days 00:00:36.124000,12
2330.282222222221,290,-9024,1111,SAI,55,#DC0000,0 days 00:00:36.224000,12
2337.3955555555544,291,-8943,1124,SAI,55,#DC0000,0 days 00:00:36.312000,12
2356.1488888888875,291,-8703,1157,SAI,55,#DC0000,0 days 00:00:36.544000,12
2360.042222222221,292,-8664,1161,SAI,55,#DC0000,0 days 00:00:36.592000,12
2379.6422222222213,294,-8525,1167,SAI,55,#DC0000,0 days 00:00:36.832000,12
2385.603888888888,294,-8476,1168,SAI,55,#DC0000,0 days 00:00:36.905000,12
2403.549722222221,295,-8295,1165,SAI,55,#DC0000,0 days 00:00:37.124000,12
2405.8519444444432,296,-8272,1163,SAI,55,#DC0000,0 days 00:00:37.152000,12
2421.63861111111,296,-8114,1153,SAI,55,#DC0000,0 days 00:00:37.344000,12
2428.8741666666656,296,-8020,1146,SAI,55,#DC0000,0 days 00:00:37.432000,12
2438.083055555554,296,-7900,1137,SAI,55,#DC0000,0 days 00:00:37.544000,12
2445.343055555554,297,-7827,1131,SAI,55,#DC0000,0 days 00:00:37.632000,12
2461.9541666666655,299,-7707,1119,SAI,55,#DC0000,0 days 00:00:37.832000,12
2467.9141666666656,298,-7653,1114,SAI,55,#DC0000,0 days 00:00:37.904000,12
2477.930277777776,298,-7546,1101,SAI,55,#DC0000,0 days 00:00:38.025000,12
2481.820833333332,298,-7507,1095,SAI,55,#DC0000,0 days 00:00:38.072000,12
2494.4030555555537,298,-7392,1072,SAI,55,#DC0000,0 days 00:00:38.224000,12
2495.0674999999983,299,-7385,1070,SAI,55,#DC0000,0 days 00:00:38.232000,12
2289.582777777777,289,-9308,1052,LEC,16,#FFD700,0 days 00:00:35.921000,12
2295.041666666666,289,-9223,1071,LEC,16,#FFD700,0 days 00:00:35.989000,12
2305.6749999999997,290,-9136,1089,LEC,16,#FFD700,0 days 00:00:36.121000,12
2318.6083333333327,291,-9085,1099,LEC,16,#FFD700,0 days 00:00:36.281000,12
2319.2549999999997,291,-9081,1100,LEC,16,#FFD700,0 days 00:00:36.289000,12
2334.828333333333,292,-8932,1127,LEC,16,#FFD700,0 days 00:00:36.481000,12
2341.990555555555,293,-8857,1139,LEC,16,#FFD700,0 days 00:00:36.569000,12
2357.7238888888883,295,-8702,1156,LEC,16,#FFD700,0 days 00:00:36.761000,12
2358.4613888888885,295,-8695,1157,LEC,16,#FFD700,0 days 00:00:36.770000,12
2374.0836111111103,296,-8539,1165,LEC,16,#FFD700,0 days 00:00:36.960000,12
2379.8391666666657,296,-8482,1167,LEC,16,#FFD700,0 days 00:00:37.030000,12
2387.2641666666655,297,-8407,1167,LEC,16,#FFD700,0 days 00:00:37.120000,12
2393.0391666666656,297,-8350,1166,LEC,16,#FFD700,0 days 00:00:37.190000,12
2413.73361111111,298,-8144,1154,LEC,16,#FFD700,0 days 00:00:37.440000,12
2414.561388888888,298,-8136,1154,LEC,16,#FFD700,0 days 00:00:37.450000,12
2422.8391666666653,298,-8054,1148,LEC,16,#FFD700,0 days 00:00:37.550000,12
2444.361388888888,298,-7836,1131,LEC,16,#FFD700,0 days 00:00:37.810000,12
2446.853055555555,299,-7805,1128,LEC,16,#FFD700,0 days 00:00:37.840000,12
2464.3530555555544,300,-7584,1106,LEC,16,#FFD700,0 days 00:00:38.050000,12
2476.9363888888884,302,-7481,1094,LEC,16,#FFD700,0 days 00:00:38.200000,12
2491.197499999999,302,-7356,1063,LEC,16,#FFD700,0 days 00:00:38.370000,12
