Driver,LapTime,Distance,Speed,GapTime
LEC,01:34.090,2898.0166666666664,225,0.8951874999999987
LEC,01:34.090,2918.6388888888887,232,0.9058541666666642
LEC,01:34.090,2929.2166666666662,238,0.9100204081632626
LEC,01:34.090,2948.3499999999995,246,0.9097951807228952
LEC,01:34.090,2962.2944444444443,251,0.9086078431372613
LEC,01:34.090,2979.027777777778,251,0.9127898832684878
LEC,01:34.090,3005.027777777778,260,0.9106934865900413
LEC,01:34.090,3016.7449999999994,262,0.9102689393939514
LEC,01:34.090,3040.389444444444,266,0.9082188679245391
LEC,01:34.090,3070.3894444444445,270,0.9053074074074132
LEC,01:34.090,3085.4249999999997,272,0.9045164835164954
LEC,01:34.090,3113.1249999999995,277,0.9008478260869666
LEC,01:34.090,3128.5694444444443,278,0.8998776978417382
LEC,01:34.090,3159.9027777777774,282,0.8960642857142957
LEC,01:34.090,3175.624999999999,283,0.8952836879432766
LEC,01:34.090,3188.247222222222,284,0.8946549295774773
LEC,01:34.090,3216.747222222222,285,0.8944545454545576
LEC,01:34.090,3229.4583333333326,286,0.8944545454545576
LEC,01:34.090,3248.524999999999,286,0.8952613240418259
LEC,01:34.090,3267.524999999999,285,0.8977291666666787
LEC,01:34.090,3283.358333333332,285,0.8998125000000101
LEC,01:34.090,3308.6916666666657,285,0.8903571428571553
LEC,01:34.090,3321.091666666666,279,0.8732142857142975
LEC,01:34.090,3335.53611111111,260,0.8542164502164553
LEC,01:34.090,3348.53611111111,234,0.8419530516432019
LEC,01:34.090,3360.480555555555,215,0.824831578947375
LEC,01:34.090,3373.2805555555547,192,0.8164482758620721
LEC,01:34.090,3385.813888888888,188,0.795988235294125
LEC,01:34.090,3397.213888888888,171,0.7945764705882468
LEC,01:34.090,3406.43611111111,166,0.7921226993865105
LEC,01:34.090,3415.3249999999994,160,0.7899615384615402
LEC,01:34.090,3425.8583333333327,158,0.7868846153846221
LEC,01:34.090,3437.6805555555547,152,0.8031656441717914
LEC,01:34.090,3453.1233333333325,154,0.8260877192982505
LEC,01:34.090,3461.9011111111104,158,0.8412923976608297
LEC,01:34.090,3470.789999999999,160,0.8561428571428706
LEC,01:34.090,3477.9011111111104,160,0.8754835164835271
LEC,01:34.090,3485.5455555555545,172,0.8842747252747358
LEC,01:34.090,3493.3233333333324,175,0.8941489361702253
LEC,01:34.090,3511.7719444444433,185,0.9125124378109604
LEC,01:34.090,3529.2830555555547,197,0.9231586538461727
LEC,01:34.090,3540.5052777777764,202,0.9327395348837371
LEC,01:34.090,3552.060833333332,208,0.9392511627907112
LEC,01:34.090,3566.260833333333,213,0.9456830357142962
LEC,01:34.090,3578.371944444443,218,0.9510401785714464
LEC,01:34.090,3588.283055555555,223,0.9535286343612484
LEC,01:34.090,3603.3497222222213,226,0.9574181034482905
LEC,01:34.090,3626.6497222222215,233,0.9590663900414995
LEC,01:34.090,3639.8163888888885,237,0.9623858921161883
LEC,01:34.090,3661.416388888888,243,0.9632943548387232
LEC,01:34.090,3677.883055555555,247,0.9642620967742062
LEC,01:34.090,3703.083055555555,252,0.9624274509803996
LEC,01:34.090,3728.483055555555,254,0.9641673151751036
LEC,01:34.090,3751.060833333332,254,0.9682054263566044
LEC,01:34.090,3762.349722222221,254,0.9706860465116307
LEC,01:34.090,3773.6386111111105,254,0.9725976562500023
LEC,01:34.090,3784.8830555555546,253,0.9744726562500148
LEC,01:34.090,3804.63861111111,254,0.9766601562500199
LEC,01:34.090,3824.3941666666656,254,0.978847656250025
LEC,01:34.090,3841.5941666666654,258,0.9770856031128545
LEC,01:34.090,3923.178055555555,262,0.9717811320754777
LEC,01:34.090,3940.711388888888,263,0.9735924528301894
LEC,01:34.090,3961.016388888888,262,0.9693294117647042
LEC,01:34.090,3981.6386111111105,232,0.9784385964912303
LEC,01:34.090,3999.23861111111,198,1.0073205741626765
LEC,01:34.090,4012.8497222222213,175,1.0192359550561747
LEC,01:34.090,4031.1830555555543,150,1.0689382716049494
LEC,01:34.090,4040.8497222222213,145,1.0915733333333435
LEC,01:34.090,4054.6497222222215,138,1.1169315068493262
LEC,01:34.090,4062.3163888888876,138,1.1265390070922052
LEC,01:34.090,4068.316388888888,135,1.1333475177305132
LEC,01:34.090,4077.249722222221,134,1.1422028985507353
LEC,01:34.090,4083.249722222221,135,1.146542857142876
LEC,01:34.090,4092.2497222222214,135,1.1563943661971905
LEC,01:34.090,4098.249722222221,135,1.164281690140868
LEC,01:34.090,4109.216388888888,141,1.172467532467536
LEC,01:34.090,4115.705277777777,146,1.180779220779229
LEC,01:34.090,4124.1497222222215,152,1.1955515151515215
LEC,01:34.090,4131.03861111111,155,1.2062130177514803
LEC,01:34.090,4143.560833333332,161,1.2265303867403503
LEC,01:34.090,4161.860833333332,183,1.2339585492228053
LEC,01:34.090,4170.083055555554,185,1.2418979591836745
LEC,01:34.090,4180.805277777777,193,1.2524880382775052
LEC,01:34.090,4199.116388888888,206,1.2586226415094188
LEC,01:34.090,4208.463333333332,209,1.2633456221198003
LEC,01:34.090,4218.018888888889,215,1.2654170403587273
LEC,01:34.090,4235.285555555555,222,1.2684405286343434
LEC,01:34.090,4245.285555555555,225,1.271559829059811
LEC,01:34.090,4260.7522222222215,232,1.2749458333333052
LEC,01:34.090,4276.552222222222,237,1.2781306122448797
LEC,01:34.090,4292.5519444444435,241,1.2820326530612078
LEC,01:34.090,4306.107499999999,244,1.286749003984042
LEC,01:34.090,4319.885277777777,248,1.2891394422310611
LEC,01:34.090,4336.751944444443,253,1.2918710937499895
LEC,01:34.090,4365.529722222222,259,1.2926526717557039
LEC,01:34.090,4377.040833333333,259,1.294484732824401
LEC,01:34.090,4388.774166666665,264,1.2945396226414942
LEC,01:34.090,4415.774166666665,270,1.291966911764689
LEC,01:34.090,4430.829722222221,271,1.2927022058823354
LEC,01:34.090,4458.2297222222205,274,1.292919999999981
LEC,01:34.090,4482.851944444444,277,1.295114695340473
LEC,01:34.090,4498.351944444443,279,1.2955512367490911
LEC,01:34.090,4517.085277777777,281,1.2972473498232944
LEC,01:34.090,4536.085277777777,285,1.2966070175438347
LEC,01:34.090,4571.285277777777,288,1.293885017421573
LEC,01:34.090,4597.063055555555,290,1.2932268041236767
LEC,01:34.090,4623.107499999999,293,1.2910274914089115
LEC,01:34.090,4649.151944444444,293,1.2904470989760881
LEC,01:34.090,4688.299999999999,293,1.291523809523781
LEC,01:34.090,4714.344444444444,293,1.293135593220299
LEC,01:34.090,4737.055555555555,292,1.2948424657533906
LEC,01:34.090,4764.655555555555,276,1.2865736434108186
LEC,01:34.090,4776.4333333333325,265,1.2811706161136982
LEC,01:34.090,4796.522222222221,226,1.258421800947815
LEC,01:34.090,4814.771388888888,183,1.2662896174862794
LEC,01:34.090,4824.049166666666,167,1.258265822784736
LEC,01:34.090,4830.938055555555,155,1.258749999999921
LEC,01:34.090,4840.604722222221,145,1.2612307692306928
LEC,01:34.090,4848.326944444444,139,1.2577404580151779
LEC,01:34.090,4860.238055555555,134,1.2504122137403755
LEC,01:34.090,4865.971388888888,129,1.2455039999999116
LEC,01:34.090,4879.860277777777,125,1.2367903225805463
LEC,01:34.090,4889.504722222221,124,1.2370078740156742
LEC,01:34.090,4920.39361111111,139,1.2114899328858542
LEC,01:34.090,4938.971388888887,152,1.2294970760233639
LEC,01:34.090,4947.80472222222,159,1.2469569892472805
LEC,01:34.090,4961.182499999998,172,1.268032258064494
LEC,01:34.090,4975.493611111109,184,1.278257731958746
LEC,01:34.090,5001.89361111111,198,1.2926893203883338
LEC,01:34.090,5028.10861111111,214,1.2982110091742953
LEC,01:34.090,5040.21972222222,218,1.3024439461883333
LEC,01:34.090,5065.775277777776,230,1.3052145922746803
LEC,01:34.090,5094.8641666666645,238,1.3110163265306198
LEC,01:34.090,5122.30861111111,247,1.3113360000000114
LEC,01:34.090,5144.63861111111,252,1.313807843137269
LEC,01:34.090,5161.771944444443,257,1.3134521072796872
LEC,01:34.090,5176.1608333333315,259,1.3149846743295086
LEC,01:34.090,5205.494166666665,264,1.3150823970037493
LEC,01:34.090,5235.383055555554,269,1.313379182156126
LEC,01:34.090,5250.43861111111,271,1.3144432234432202
LEC,01:34.090,5262.527499999998,272,1.315690909090904
LEC,01:34.090,5287.060833333331,276,1.315946043165468
LEC,01:34.090,5311.771944444443,278,1.316412186379921
LEC,01:34.090,5333.705277777776,282,1.315840989399291
LEC,01:34.090,5371.571944444443,284,1.5260000000000105
ALO,01:34.199,14.14222222222222,296,-0.00647902097902095
ALO,01:34.199,50.892222222222216,300,-0.02680622837370239
ALO,01:34.199,67.66999999999999,302,-0.03528178694158057
ALO,01:34.199,81.18111111111111,304,-0.042429553264604736
ALO,01:34.199,108.47,307,-0.06002405498281793
ALO,01:34.199,129.00333333333333,308,-0.07244709897610924
ALO,01:34.199,146.17000000000002,309,-0.08336860068259377
ALO,01:34.199,170.35888888888888,311,-0.10022789115646225
ALO,01:34.199,187.63666666666668,311,-0.11127796610169494
ALO,01:34.199,201.4588888888889,311,-0.11995593220338963
ALO,01:34.199,222.19222222222223,311,-0.13234680134680143
ALO,01:34.199,243.1255555555556,314,-0.14608417508417526
ALO,01:34.199,282.2366666666667,320,-0.17914765100671204
ALO,01:34.199,307.2811111111111,322,-0.20128762541806067
ALO,01:34.199,332.40333333333336,323,-0.22314666666666705
ALO,01:34.199,357.52555555555557,323,-0.2436677740863793
ALO,01:34.199,393.74777777777786,326,-0.276890365448506
ALO,01:34.199,429.97,326,-0.3101129568106318
ALO,01:34.199,451.6366666666667,325,-0.32924916943521687
ALO,01:34.199,476.9144444444445,325,-0.3515747508305651
ALO,01:34.199,494.9144444444444,324,-0.3668800000000001
ALO,01:34.199,523.8033333333333,325,-0.3935466666666665
ALO,01:34.199,563.3133333333333,324,-0.4320714285714278
ALO,01:34.199,590.7133333333333,274,-0.42435714285714177
ALO,01:34.199,610.0022222222221,248,-0.42091304347826153
ALO,01:34.199,623.8488888888888,248,-0.43664347826086924
ALO,01:34.199,644.2599999999999,167,-0.325398907103823
ALO,01:34.199,658.16,139,-0.26122077922078013
ALO,01:34.199,668.56,117,-0.22575384615384841
ALO,01:34.199,675.16,99,-0.19916363636363776
ALO,01:34.199,679.2044444444444,91,-0.17255445544554604
ALO,01:34.199,683.8711111111112,84,-0.138891089108915
ALO,01:34.199,689.1377777777778,79,-0.10368539325843074
ALO,01:34.199,694.1377777777778,75,-0.06836781609195697
ALO,01:34.199,698.7377777777779,69,-0.02475949367089214
ALO,01:34.199,705.2377777777779,65,0.02809459459458985
ALO,01:34.199,708.7377777777779,63,0.05614492753622535
ALO,01:34.199,715.0377777777778,63,0.08744927536231373
ALO,01:34.199,722.5933333333334,68,0.08050746268655828
ALO,01:34.199,726.4822222222223,70,0.08602777777776538
ALO,01:34.199,731.548888888889,76,0.08864102564101373
ALO,01:34.199,739.3711111111112,88,0.06863529411763913
ALO,01:34.199,746.6822222222223,94,0.06660416666665903
ALO,01:34.199,754.9266666666667,106,0.07099199999999506
ALO,01:34.199,760.0377777777778,115,0.08379199999999543
ALO,01:34.199,769.9933333333333,128,0.08139568345323234
ALO,01:34.199,777.4558333333333,135,0.087122302158269
ALO,01:34.199,793.2336111111111,142,0.09972185430463121
ALO,01:34.199,806.5194444444445,149,0.10397350993376975
ALO,01:34.199,818.8861111111112,159,0.11059523809523597
ALO,01:34.199,826.0861111111111,162,0.11649717514123914
ALO,01:34.199,843.4861111111112,174,0.12887700534758828
ALO,01:34.199,859.9305555555557,185,0.13706806282722006
ALO,01:34.199,868.4194444444446,191,0.13842364532019147
ALO,01:34.199,881.6194444444445,198,0.1443349753694516
ALO,01:34.199,900.1083333333335,208,0.14583333333332682
ALO,01:34.199,921.8083333333335,217,0.1473636363636306
ALO,01:34.199,931.5416666666669,219,0.15215859030836398
ALO,01:34.199,946.6083333333335,226,0.15545064377681683
ALO,01:34.199,969.7083333333335,231,0.16309504132230757
ALO,01:34.199,982.8194444444448,236,0.16805371900825605
ALO,01:34.199,1004.3305555555556,242,0.16992653061223706
ALO,01:34.199,1023.4638888888891,246,0.1729446640316148
ALO,01:34.199,1040.1972222222225,251,0.17484189723319687
ALO,01:34.199,1057.063888888889,253,0.17772373540855568
ALO,01:34.199,1068.4416666666668,256,0.17905769230769053
ALO,01:34.199,1085.7083333333335,259,0.1802840909090868
ALO,01:34.199,1100.2083333333337,261,0.18255681818181202
ALO,01:34.199,1126.8083333333336,266,0.18371268656715856
ALO,01:34.199,1150.630555555556,268,0.1857169117647004
ALO,01:34.199,1162.630555555556,270,0.18689338235293462
ALO,01:34.199,1189.5555555555559,270,0.1919636363636279
ALO,01:34.199,1201.6888888888893,273,0.19316967509024252
ALO,01:34.199,1216.8555555555558,273,0.1960577617328454
ALO,01:34.199,1229.0647222222226,273,0.19925448028672932
ALO,01:34.199,1250.609166666667,277,0.20211428571428058
ALO,01:34.199,1278.409166666667,278,0.20692198581559396
ALO,01:34.199,1296.9425000000003,278,0.2119436619718229
ALO,01:34.199,1321.6536111111116,278,0.21919999999999007
ALO,01:34.199,1334.0091666666672,278,0.22318881118880185
ALO,01:34.199,1361.609166666667,276,0.23577622377621665
ALO,01:34.199,1389.9425000000006,255,0.2630756972111463
ALO,01:34.199,1402.609166666667,228,0.2814023904382381
ALO,01:34.199,1412.2536111111115,217,0.2896157635467915
ALO,01:34.199,1424.7869444444448,188,0.30734975369457374
ALO,01:34.199,1444.098055555556,158,0.3626368715083679
ALO,01:34.199,1452.320277777778,148,0.37962913907283635
ALO,01:34.199,1465.920277777778,136,0.4062733812949588
ALO,01:34.199,1473.1980555555558,131,0.4167819548872096
ALO,01:34.199,1488.4758333333336,125,0.43963076923076017
ALO,01:34.199,1495.1980555555558,121,0.44638709677418476
ALO,01:34.199,1503.2647222222226,121,0.451737704918024
ALO,01:34.199,1512.8313888888893,123,0.4499354838709557
ALO,01:34.199,1521.1647222222227,125,0.44857599999998854
ALO,01:34.199,1529.698055555556,128,0.44886153846152865
ALO,01:34.199,1536.9758333333339,131,0.44853333333332657
ALO,01:34.199,1554.0480555555562,140,0.44094666666665816
ALO,01:34.199,1560.7147222222227,150,0.4409466666666617
ALO,01:34.199,1574.6247222222228,156,0.45782035928143117
ALO,01:34.199,1592.6247222222228,180,0.4297964071856235
ALO,01:34.199,1600.7136111111117,182,0.4280655737704855
ALO,01:34.199,1622.4913888888896,196,0.41837185929647447
ALO,01:34.199,1638.5136111111117,206,0.41353271028036787
ALO,01:34.199,1655.235833333334,215,0.4122242990654108
ALO,01:34.199,1677.835833333334,226,0.4009557522123828
ALO,01:34.199,1693.1025000000009,229,0.39886206896551
ALO,01:34.199,1708.4358333333341,230,0.4019404255319081
ALO,01:34.199,1726.7913888888897,236,0.402399999999993
ALO,01:34.199,1742.724722222223,239,0.40465573770491403
ALO,01:34.199,1753.3469444444452,239,0.40832388663967123
ALO,01:34.199,1777.3469444444452,240,0.4185263157894674
ALO,01:34.199,1796.724722222223,218,0.43924663677129416
ALO,01:34.199,1816.724722222223,200,0.4711775700934524
ALO,01:34.199,1827.6691666666673,197,0.48094581280787807
ALO,01:34.199,1850.2802777777783,185,0.5128163265306114
ALO,01:34.199,1858.458055555556,184,0.5226122448979602
ALO,01:34.199,1866.6802777777782,185,0.5315918367346946
ALO,01:34.199,1879.346944444445,190,0.5389387755102071
ALO,01:34.199,1892.280277777778,194,0.5434088669950725
ALO,01:34.199,1910.3247222222226,203,0.5437294685990324
ALO,01:34.199,1921.7691666666672,206,0.5474862385321089
ALO,01:34.199,1938.1991666666675,212,0.5551651376146793
ALO,01:34.199,1960.1600000000005,219,0.5535091743119267
ALO,01:34.199,1974.8933333333339,221,0.5513228699551647
ALO,01:34.199,1987.226666666667,222,0.5522197309417081
ALO,01:34.199,2002.2933333333337,226,0.5520044052863469
ALO,01:34.199,2022.7377777777783,230,0.5522103004291878
ALO,01:34.199,2043.6266666666672,235,0.5547708333333361
ALO,01:34.199,2056.8488888888896,238,0.5573265306122437
ALO,01:34.199,2070.1822222222227,240,0.5614081632653054
ALO,01:34.199,2083.6822222222227,243,0.5649395161290371
ALO,01:34.199,2108.4600000000005,223,0.5912179487179472
ALO,01:34.199,2117.9711111111114,214,0.6048931623931608
ALO,01:34.199,2132.437777777778,186,0.6598292682926825
ALO,01:34.199,2150.137777777778,177,0.6782228915662643
ALO,01:34.199,2166.026666666667,130,0.7406028368794324
ALO,01:34.199,2177.126666666667,111,0.7944687500000072
ALO,01:34.199,2181.8822222222225,107,0.7975769230769316
ALO,01:34.199,2187.3822222222225,99,0.8071923076923184
ALO,01:34.199,2193.5155555555557,92,0.8280408163265491
ALO,01:34.199,2204.5822222222223,83,0.8877802197802396
ALO,01:34.199,2209.915555555556,80,0.9024470588235545
ALO,01:34.199,2215.7488888888893,75,0.9338500000000209
ALO,01:34.199,2226.0155555555557,77,0.9411139240506685
ALO,01:34.199,2229.4822222222224,78,0.9431392405063619
ALO,01:34.199,2239.8711111111115,85,0.9300930232558429
ALO,01:34.199,2248.315555555556,95,0.910408602150568
ALO,01:34.199,2253.8711111111115,100,0.8989724770642411
ALO,01:34.199,2259.6488888888894,104,0.908146788990841
ALO,01:34.199,2267.2488888888893,114,0.8971376146789183
ALO,01:34.199,2272.537777777778,119,0.8901487603305966
ALO,01:34.199,2284.804444444445,138,0.86311450381681
ALO,01:34.199,2291.426666666667,149,0.8534366197183303
ALO,01:34.199,2301.9600000000005,158,0.8488148148148298
ALO,01:34.199,2311.293333333334,168,0.8432235294117731
ALO,01:34.199,2318.937777777778,172,0.8438901098901255
ALO,01:34.199,2328.937777777778,180,0.8460879120879312
ALO,01:34.199,2343.482222222223,187,0.8446326530612325
ALO,01:34.199,2354.26,194,0.8466734693877669
ALO,01:34.199,2367.86,204,0.8440990099010008
ALO,01:34.199,2391.748888888889,215,0.8434311926605602
ALO,01:34.199,2404.0822222222223,222,0.8398053097345226
ALO,01:34.199,2424.348888888889,228,0.8398260869565277
ALO,01:34.199,2439.948888888889,234,0.8374137931034582
ALO,01:34.199,2458.5377777777776,239,0.8363786008230534
ALO,01:34.199,2471.9266666666667,241,0.8380246913580294
ALO,01:34.199,2482.726666666667,243,0.8396774193548495
ALO,01:34.199,2493.5266666666666,243,0.8429032258064595
ALO,01:34.199,2512.8155555555554,248,0.8429032258064595
ALO,01:34.199,2523.882222222222,249,0.8443921568627459
ALO,01:34.199,2537.7155555555555,249,0.8490980392156899
ALO,01:34.199,2548.7377777777774,248,0.8468333333333362
ALO,01:34.199,2563.871111111111,227,0.8598333333333343
ALO,01:34.199,2577.8044444444445,209,0.8798165137614689
ALO,01:34.199,2586.5155555555552,196,0.892000000000003
ALO,01:34.199,2594.96,190,0.9056684491978615
ALO,01:34.199,2606.4266666666667,172,0.924919786096261
ALO,01:34.199,2619.804444444444,172,0.931188811188818
ALO,01:34.199,2630.693333333333,140,0.9370629370629402
ALO,01:34.199,2643.582222222222,116,0.9710344827586184
ALO,01:34.199,2648.5155555555552,111,0.9760747663551328
ALO,01:34.199,2655.8266666666664,94,1.010093457943917
ALO,01:34.199,2660.004444444444,94,1.006593406593403
ALO,01:34.199,2665.804444444444,87,1.0157303370786508
ALO,01:34.199,2674.1377777777775,75,1.0648780487804856
ALO,01:34.199,2680.6266666666666,73,1.0831168831168796
ALO,01:34.199,2686.9377777777777,71,1.1037837837837756
ALO,01:34.199,2695.16,74,1.1149367088607605
ALO,01:34.199,2705.182222222222,82,1.10988505747126
ALO,01:34.199,2709.048888888889,87,1.1109270833333156
ALO,01:34.199,2714.271111111111,94,1.1150937499999927
ALO,01:34.199,2729.737777777778,116,1.0700803571428494
ALO,01:34.199,2744.5155555555557,133,1.0809548022598818
ALO,01:34.199,2754.1155555555556,144,1.1257005649717442
ALO,01:34.199,2772.337777777778,164,1.155079096045192
ALO,01:34.199,2781.948888888889,173,1.1595988700564916
ALO,01:34.199,2789.9933333333333,181,1.1562380952380877
ALO,01:34.199,2804.433611111111,185,1.1652146341463308
ALO,01:34.199,2817.645,199,1.1722097560975513
ALO,01:34.199,2831.5116666666668,208,1.1686975609756018
ALO,01:34.199,2847.9227777777774,211,1.1677710280373788
ALO,01:34.199,2875.422777777778,225,1.1601022222222213
ALO,01:34.199,2885.5116666666663,227,1.1628701298701287
ALO,01:34.199,2903.7116666666666,234,1.1637624999999971
ALO,01:34.199,2929.9338888888888,236,1.1734816326530577
ALO,01:34.199,2960.733888888889,252,1.1647510040160682
ALO,01:34.199,2983.5783333333334,257,1.1630466926070113
ALO,01:34.199,3015.478333333333,261,1.1605478927203166
ALO,01:34.199,3030.033888888888,262,1.1620568181818314
ALO,01:34.199,3047.900555555555,268,1.159638059701507
ALO,01:34.199,3081.144999999999,272,1.1549560439560551
ALO,01:34.199,3093.322777777777,274,1.1543699633699802
ALO,01:34.199,3105.5005555555545,274,1.1542971014492949
ALO,01:34.199,3123.967222222221,277,1.1534748201439058
ALO,01:34.199,3145.5894444444434,278,1.1540928571428708
ALO,01:34.199,3176.7005555555543,280,1.155553191489382
ALO,01:34.199,3195.3672222222212,280,1.1584014084507217
ALO,01:34.199,3226.478333333332,280,1.1659650349650548
ALO,01:34.199,3245.144999999999,280,1.171658536585383
ALO,01:34.199,3276.3338888888875,280,1.1826180555555723
ALO,01:34.199,3294.856388888888,279,1.189542124542136
ALO,01:34.199,3314.534166666666,253,1.2008928571428683
ALO,01:34.199,3332.4230555555546,230,1.2167316017316097
ALO,01:34.199,3344.2008333333324,212,1.2292253521126852
ALO,01:34.199,3365.7119444444434,176,1.279710526315796
ALO,01:34.199,3375.1008333333325,169,1.2927873563218455
ALO,01:34.199,3391.5008333333326,164,1.3095588235294144
ALO,01:34.199,3407.0008333333326,155,1.333650306748467
ALO,01:34.199,3422.2008333333324,152,1.3452884615384733
ALO,01:34.199,3434.489722222221,158,1.3476380368098333
ALO,01:34.199,3441.6008333333325,160,1.3505828220859044
ALO,01:34.199,3452.7341666666657,167,1.3472807017543929
ALO,01:34.199,3466.1119444444435,172,1.3456432748538134
ALO,01:34.199,3486.445277777777,183,1.3394780219780316
ALO,01:34.199,3512.97861111111,199,1.324900497512452
ALO,01:34.199,3526.7786111111104,207,1.3205048076923234
ALO,01:34.199,3550.3341666666656,212,1.3221627906976892
ALO,01:34.199,3567.5230555555545,221,1.319397321428582
ALO,01:34.199,3577.611944444443,227,1.3172544642857247
ALO,01:34.199,3592.945277777777,230,1.3135903083700669
ALO,01:34.199,3608.47861111111,233,1.3118318965517517
ALO,01:34.199,3624.344444444443,237,1.3085020746888176
ALO,01:34.199,3654.4111111111097,246,1.2999838709677647
ALO,01:34.199,3673.6311111111104,248,1.2999838709677505
ALO,01:34.199,3687.5199999999986,250,1.298714285714297
ALO,01:34.199,3718.686666666666,255,1.2961411764705986
ALO,01:34.199,3747.13111111111,256,1.2970387596899258
ALO,01:34.199,3775.797777777777,258,1.2962343750000116
ALO,01:34.199,3807.6977777777765,261,1.287640625000023
ALO,01:34.199,3825.097777777776,261,1.2829531250000201
ALO,01:34.199,3848.208888888888,260,1.2784280155642165
ALO,01:34.199,3865.6088888888876,261,1.27533333333335
ALO,01:34.199,3888.8088888888883,261,1.2738778625954268
ALO,01:34.199,3903.3088888888874,261,1.2747018867924567
ALO,01:34.199,3926.5977777777766,262,1.2783245283018942
ALO,01:34.199,3938.3311111111097,264,1.2789283018868076
ALO,01:34.199,3958.0088888888877,253,1.2857882352941203
ALO,01:34.199,3971.4533333333325,242,1.2932587719298283
ALO,01:34.199,3991.0533333333324,196,1.3423110047846905
ALO,01:34.199,4010.275555555555,173,1.3852977528089951
ALO,01:34.199,4020.9422222222215,160,1.4095674157303364
ALO,01:34.199,4037.4977777777767,149,1.4426111111111055
ALO,01:34.199,4048.853333333332,146,1.4534866666666773
ALO,01:34.199,4056.837499999999,143,1.4579863013698713
ALO,01:34.199,4071.94861111111,136,1.475492753623186
ALO,01:34.199,4081.110277777777,138,1.4755571428571415
ALO,01:34.199,4097.110277777777,144,1.4671690140845186
ALO,01:34.199,4147.665833333332,175,1.3788839779005713
ALO,01:34.199,4166.465833333332,188,1.3823367346938795
ALO,01:34.199,4177.299166666666,195,1.3868803827751037
ALO,01:34.199,4200.854722222221,212,1.3831037735848923
ALO,01:34.199,4210.365833333332,214,1.3847834101382404
ALO,01:34.199,4225.032499999998,220,1.3851928251120995
ALO,01:34.199,4242.6880555555545,227,1.3845213675213444
ALO,01:34.199,4258.221388888888,233,1.3859083333333189
ALO,01:34.199,4268.799166666666,238,1.3872416666666538
ALO,01:34.199,4284.999166666666,243,1.3870122448979458
ALO,01:34.199,4301.3324999999995,245,1.389235059760935
ALO,01:34.199,4326.3324999999995,250,1.392394531249991
ALO,01:34.199,4337.665833333333,255,1.3930195312499905
ALO,01:34.199,4357.732499999999,258,1.3937900763358613
ALO,01:34.199,4369.332499999999,261,1.3944007633587745
ALO,01:34.199,4384.054722222221,265,1.3926528301886663
ALO,01:34.199,4404.821388888888,267,1.3919888059701435
ALO,01:34.199,4419.821388888888,270,1.3924007352941032
ALO,01:34.199,4450.453333333332,275,1.3897199999999827
ALO,01:34.199,4465.842222222221,277,1.3895949820788474
ALO,01:34.199,4484.375555555554,278,1.39045519713261
ALO,01:34.199,4515.630555555554,282,1.3897526501766606
ALO,01:34.199,4528.208333333331,283,1.3901052631578779
ALO,01:34.199,4559.874999999998,285,1.391010452961666
ALO,01:34.199,4572.586111111109,286,1.3916262975778437
ALO,01:34.199,4594.9861111111095,288,1.3929209621992982
ALO,01:34.199,4607.786111111109,288,1.3945704467353863
ALO,01:34.199,4630.186111111108,288,1.3974744027303672
ALO,01:34.199,4652.586111111108,288,1.4022525597269606
ALO,01:34.199,4671.786111111108,288,1.406734693877553
ALO,01:34.199,4687.786111111108,288,1.4108163265306075
ALO,01:34.199,4700.586111111108,288,1.4140816326530512
ALO,01:34.199,4716.530555555552,287,1.419457627118632
ALO,01:34.199,4738.774999999997,286,1.4266438356164315
ALO,01:34.199,4760.70833333333,282,1.4146511627906904
ALO,01:34.199,4778.041666666663,260,1.406729857819883
ALO,01:34.199,4795.541666666663,225,1.3881516587677538
ALO,01:34.199,4807.874999999997,185,1.3959562841529873
ALO,01:34.199,4819.674999999997,177,1.3919303797467961
ALO,01:34.199,4826.919444444442,163,1.3868670886075591
ALO,01:34.199,4837.252777777776,155,1.3796153846153345
ALO,01:34.199,4853.99722222222,137,1.3759160305342988
ALO,01:34.199,4865.374999999998,128,1.3766799999999364
ALO,01:34.199,4871.019444444443,127,1.3706198347106664
ALO,01:34.199,4883.153055555554,121,1.376193548387036
ALO,01:34.199,4888.441944444442,119,1.3826451612902702
ALO,01:34.199,4897.6974999999975,119,1.4010305343511078
ALO,01:34.199,4907.229999999998,123,1.4203507462686247
ALO,01:34.199,4917.729999999998,135,1.4298456375838668
ALO,01:34.199,4925.396666666664,138,1.4446107382550224
ALO,01:34.199,4933.563333333331,147,1.4627592592592578
ALO,01:34.199,4942.229999999998,156,1.4748947368420886
ALO,01:34.199,4955.374444444442,169,1.4944462365591278
ALO,01:34.199,4975.929999999997,185,1.5041597938144378
ALO,01:34.199,4984.329999999997,189,1.5136262135922465
ALO,01:34.199,5009.385555555553,205,1.5203990825688152
ALO,01:34.199,5036.2744444444415,220,1.5191345291479905
ALO,01:34.199,5051.074444444441,222,1.5253519313304906
ALO,01:34.199,5071.874444444441,234,1.5249449152542667
ALO,01:34.199,5093.118888888885,239,1.5296612244898427
ALO,01:34.199,5106.396666666663,239,1.5345591836735082
ALO,01:34.199,5125.529999999996,246,1.5379480000000427
ALO,01:34.199,5136.641111111107,250,1.5407137254902352
ALO,01:34.199,5150.696666666663,253,1.5424124513618978
ALO,01:34.199,5179.585555555553,260,1.5418167938931475
ALO,01:34.199,5209.029999999996,265,1.5414082397004023
