Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
770.9686111111112,283,-4559,-5603,SAI,55,#DC0000,0 days 00:00:11.112000,5
783.4677777777779,283,-4654,-5686,SAI,55,#DC0000,0 days 00:00:11.271000,5
783.5466666666667,284,-4654,-5686,SAI,55,#DC0000,0 days 00:00:11.272000,5
799.38,285,-4775,-5787,SAI,55,#DC0000,0 days 00:00:11.472000,5
804.0508333333335,285,-4809,-5815,SAI,55,#DC0000,0 days 00:00:11.531000,5
816.7175000000001,285,-4902,-5890,SAI,55,#DC0000,0 days 00:00:11.691000,5
818.3858333333334,286,-4916,-5901,SAI,55,#DC0000,0 days 00:00:11.712000,5
837.5191666666667,287,-5123,-6066,SAI,55,#DC0000,0 days 00:00:11.952000,5
839.0338888888889,287,-5139,-6079,SAI,55,#DC0000,0 days 00:00:11.971000,5
866.2191666666666,287,-5382,-6261,SAI,55,#DC0000,0 days 00:00:12.312000,5
869.3175000000001,286,-5406,-6279,SAI,55,#DC0000,0 days 00:00:12.351000,5
879.0097222222223,286,-5476,-6330,SAI,55,#DC0000,0 days 00:00:12.473000,5
894.8430555555556,285,-5577,-6403,SAI,55,#DC0000,0 days 00:00:12.673000,5
902.5741666666668,284,-5624,-6437,SAI,55,#DC0000,0 days 00:00:12.771000,5
920.0875000000001,284,-5727,-6510,SAI,55,#DC0000,0 days 00:00:12.993000,5
924.6630555555556,284,-5766,-6537,SAI,55,#DC0000,0 days 00:00:13.051000,5
948.4086111111112,284,-6040,-6721,SAI,55,#DC0000,0 days 00:00:13.352000,5
952.9483333333334,277,-6080,-6748,SAI,55,#DC0000,0 days 00:00:13.411000,5
973.9483333333335,270,-6182,-6816,SAI,55,#DC0000,0 days 00:00:13.691000,5
765.6172222222218,286,-4545,-5588,LEC,16,#FFD700,0 days 00:00:11.070000,5
778.3283333333329,286,-4641,-5672,LEC,16,#FFD700,0 days 00:00:11.230000,5
779.1255555555551,287,-4648,-5678,LEC,16,#FFD700,0 days 00:00:11.240000,5
795.2366666666662,290,-4825,-5830,LEC,16,#FFD700,0 days 00:00:11.440000,5
799.264444444444,290,-4861,-5860,LEC,16,#FFD700,0 days 00:00:11.490000,5
820.2811111111107,291,-4961,-5942,LEC,16,#FFD700,0 days 00:00:11.750000,5
834.0699999999996,292,-5057,-6016,LEC,16,#FFD700,0 days 00:00:11.920000,5
852.7255555555552,292,-5218,-6140,LEC,16,#FFD700,0 days 00:00:12.150000,5
862.4588888888884,292,-5296,-6199,LEC,16,#FFD700,0 days 00:00:12.270000,5
863.2727777777773,293,-5303,-6204,LEC,16,#FFD700,0 days 00:00:12.280000,5
883.5505555555551,292,-5506,-6352,LEC,16,#FFD700,0 days 00:00:12.530000,5
892.4727777777774,292,-5571,-6399,LEC,16,#FFD700,0 days 00:00:12.640000,5
915.1838888888885,292,-5722,-6505,LEC,16,#FFD700,0 days 00:00:12.920000,5
916.0730555555551,291,-5732,-6512,LEC,16,#FFD700,0 days 00:00:12.931000,5
932.1588888888886,291,-5932,-6648,LEC,16,#FFD700,0 days 00:00:13.130000,5
934.5838888888885,291,-5955,-6663,LEC,16,#FFD700,0 days 00:00:13.160000,5
950.7505555555551,291,-6051,-6727,LEC,16,#FFD700,0 days 00:00:13.360000,5
958.0052777777775,287,-6093,-6755,LEC,16,#FFD700,0 days 00:00:13.451000,5
966.5738888888885,283,-6153,-6795,LEC,16,#FFD700,0 days 00:00:13.560000,5
972.9488888888885,255,-6208,-6832,LEC,16,#FFD700,0 days 00:00:13.650000,5
