Distance,Speed,X,Y,Driver,DriverNumber,Colour,Time,Minisector
344.3374999999999,183,-1094,-3631,SAI,55,#DC0000,0 days 00:00:04.512000,3
347.2874999999999,180,-1113,-3639,SAI,55,#DC0000,0 days 00:00:04.571000,3
355.198611111111,178,-1185,-3661,SAI,55,#DC0000,0 days 00:00:04.731000,3
363.02083333333326,176,-1328,-3671,SAI,55,#DC0000,0 days 00:00:04.891000,3
365.9691666666666,174,-1369,-3671,SAI,55,#DC0000,0 days 00:00:04.952000,3
381.4358333333333,174,-1454,-3654,SAI,55,#DC0000,0 days 00:00:05.272000,3
384.32027777777773,176,-1476,-3649,SAI,55,#DC0000,0 days 00:00:05.331000,3
389.3141666666666,178,-1525,-3637,SAI,55,#DC0000,0 days 00:00:05.432000,3
397.31416666666655,180,-1615,-3617,SAI,55,#DC0000,0 days 00:00:05.592000,3
399.3474999999999,183,-1634,-3611,SAI,55,#DC0000,0 days 00:00:05.632000,3
403.5030555555555,187,-1675,-3601,SAI,55,#DC0000,0 days 00:00:05.712000,3
409.9227777777777,191,-1765,-3579,SAI,55,#DC0000,0 days 00:00:05.833000,3
417.3977777777777,195,-1875,-3558,SAI,55,#DC0000,0 days 00:00:05.971000,3
425.2472222222222,199,-1944,-3548,SAI,55,#DC0000,0 days 00:00:06.113000,3
438.60166666666663,202,-2007,-3550,SAI,55,#DC0000,0 days 00:00:06.351000,3
440.9933333333333,205,-2018,-3549,SAI,55,#DC0000,0 days 00:00:06.393000,3
454.81055555555554,209,-2172,-3563,SAI,55,#DC0000,0 days 00:00:06.631000,3
454.86972222222215,213,-2173,-3563,SAI,55,#DC0000,0 days 00:00:06.632000,3
459.5658333333333,214,-2302,-3584,SAI,55,#DC0000,0 days 00:00:06.711000,3
474.02583333333325,216,-2401,-3605,SAI,55,#DC0000,0 days 00:00:06.952000,3
480.0483333333333,219,-2419,-3616,SAI,55,#DC0000,0 days 00:00:07.051000,3
494.91499999999996,223,-2557,-3672,SAI,55,#DC0000,0 days 00:00:07.291000,3
496.2391666666666,227,-2569,-3678,SAI,55,#DC0000,0 days 00:00:07.312000,3
509.1280555555555,232,-2680,-3742,SAI,55,#DC0000,0 days 00:00:07.512000,3
512.9466666666666,233,-2712,-3764,SAI,55,#DC0000,0 days 00:00:07.571000,3
523.3911111111111,235,-2798,-3826,SAI,55,#DC0000,0 days 00:00:07.731000,3
524.7736111111111,237,-2808,-3833,SAI,55,#DC0000,0 days 00:00:07.752000,3
535.3958333333334,239,-2877,-3887,SAI,55,#DC0000,0 days 00:00:07.912000,3
542.0233333333333,241,-2940,-3948,SAI,55,#DC0000,0 days 00:00:08.011000,3
329.4213888888888,180,-1023,-3595,LEC,16,#FFD700,0 days 00:00:04.270000,3
339.25472222222214,177,-1118,-3641,LEC,16,#FFD700,0 days 00:00:04.470000,3
339.7408333333333,175,-1122,-3642,LEC,16,#FFD700,0 days 00:00:04.480000,3
346.9491666666666,173,-1180,-3660,LEC,16,#FFD700,0 days 00:00:04.630000,3
347.42694444444436,172,-1184,-3660,LEC,16,#FFD700,0 days 00:00:04.640000,3
354.51027777777773,170,-1252,-3671,LEC,16,#FFD700,0 days 00:00:04.790000,3
356.84361111111104,168,-1273,-3672,LEC,16,#FFD700,0 days 00:00:04.840000,3
368.04361111111103,168,-1382,-3665,LEC,16,#FFD700,0 days 00:00:05.080000,3
369.4519444444444,169,-1403,-3662,LEC,16,#FFD700,0 days 00:00:05.110000,3
377.5269444444444,171,-1543,-3633,LEC,16,#FFD700,0 days 00:00:05.280000,3
379.00194444444435,177,-1566,-3629,LEC,16,#FFD700,0 days 00:00:05.310000,3
397.8102777777777,183,-1725,-3589,LEC,16,#FFD700,0 days 00:00:05.680000,3
400.37972222222214,185,-1743,-3585,LEC,16,#FFD700,0 days 00:00:05.730000,3
410.24916666666655,187,-1811,-3568,LEC,16,#FFD700,0 days 00:00:05.920000,3
418.24916666666655,192,-1878,-3558,LEC,16,#FFD700,0 days 00:00:06.070000,3
420.99916666666655,198,-1903,-3555,LEC,16,#FFD700,0 days 00:00:06.120000,3
428.293611111111,202,-1975,-3551,LEC,16,#FFD700,0 days 00:00:06.250000,3
436.87694444444435,206,-2059,-3551,LEC,16,#FFD700,0 days 00:00:06.400000,3
438.61861111111097,209,-2077,-3553,LEC,16,#FFD700,0 days 00:00:06.430000,3
452.8108333333332,212,-2218,-3570,LEC,16,#FFD700,0 days 00:00:06.671000,3
458.12611111111096,215,-2269,-3578,LEC,16,#FFD700,0 days 00:00:06.760000,3
470.29277777777764,219,-2386,-3606,LEC,16,#FFD700,0 days 00:00:06.960000,3
472.13444444444434,221,-2405,-3612,LEC,16,#FFD700,0 days 00:00:06.990000,3
482.7122222222221,224,-2514,-3653,LEC,16,#FFD700,0 days 00:00:07.160000,3
484.6583333333332,226,-2532,-3661,LEC,16,#FFD700,0 days 00:00:07.191000,3
494.77249999999987,229,-2611,-3701,LEC,16,#FFD700,0 days 00:00:07.350000,3
510.88361111111095,232,-2785,-3818,LEC,16,#FFD700,0 days 00:00:07.600000,3
512.8336111111109,234,-2804,-3832,LEC,16,#FFD700,0 days 00:00:07.630000,3
523.9780555555553,236,-2879,-3889,LEC,16,#FFD700,0 days 00:00:07.800000,3
534.4669444444443,236,-2937,-3945,LEC,16,#FFD700,0 days 00:00:07.960000,3
537.8811111111108,241,-2964,-3972,LEC,16,#FFD700,0 days 00:00:08.011000,3
